index	trigger	syllables	flag	preview
1090	terminal-particle	146		ཞེས་གསུངས་ཏེ། དེ་ཙམ་གྱིས་ཆོག་ཤེས་པར་ཡང་མི་བྱ་སྟེ་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཙམ་ནི
1091	ordinal-open	26		གསུམ་པ་སེམས་ཅན་དོན་བྱེད་ཀྱི་ཚུལ་ཁྲིམས་ལ་གསུམ། གཞན་དོན་གཙོ་བོར་བྱ་བ། སེམས་ཅན་བསྡུ
1092	ordinal-open	3		དང་པོ་ནི།
1093	verse-stanza	25		དེ་ལྟར་རིག་བྱས་གཞན་དོན་ལ།།↵རྟག་ཏུ་བརྩོན་པར་གནས་པར་བྱ།།↵ཐུགས་རྗེ་མངའ་བ་རིང་གཟིགས་
1094	terminal-particle	21		ཞེས་གསུངས་ཏེ། དེ་ལྟར་རིག་བྱས་ཞེས་པ་སྔར་བཤད་པ་དེ་རྣམས་འདྲིས་ཤིང་རྒྱུད་ལ་འདྲེས་པར་
1095	line-end	226		དེ་ཐམས་ཅད་ཀྱི་དགོས་པ་ནི་རྟག་ཏུ་གཞན་དོན་ལ་བརྩོན་པ་ཡིན་ཏེ། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམ
1096	ordinal-open	15		གཉིས་པ་སེམས་ཅན་བསྡུ་བའི་སྤྱོད་པ་ལ་གཉིས། ཟང་ཟིང་དང༌། ཆོས་ཀྱིས་བསྡུ་བའོ།།
1097	ordinal-open	24		དང་པོ་ལ་གསུམ། ཟས་གོས་ལས་བྱིན་ཚུལ། དུས་མིན་དུ་ལུས་དངོས་སུ་མི་བཏང་བའི་ཚུལ། དོན་ཆེན
1098	ordinal-open	3		དང་པོ་ནི།
1099	verse-stanza	25		ལོག་པར་ལྟུང་དང་མགོན་མེད་དང༌།།↵བརྟུལ་ཞུགས་གནས་ལ་བགོ་བྱ་ཞིང༌།།↵རན་པ་ཙམ་དུ་བཟའ་བྱ་ས
1100	line-end	24		ཞེས་གསུངས་ཏེ། དེ་ཡང་འདིར་བྱང་ཆུབ་སེམས་དཔའ་རབ་བྱུང་གི་དབང་དུ་བྱས་ནས་བསོད་སྙོམས་དེ
1101	ordinal-open	25		དང་པོ་ལོག་པར་ལྟུང་བ་ནི་ཡི་དྭགས་དང་དུད་འགྲོ་སྟེ། དཀའ་འགྲེལ་ཆུང་ངུར། ལོག་པར་ལྟུང་བ
1102	terminal-particle	45		དེ་ལ་བགོ་བ་ནི་འཕྲོག་མ་ལ་ཆང་བུ་གཉིས་བྱིན་པ་དང༌། དེའི་བུ་ཐུ་བོ་དགའ་བྱེད་ལ་གཅིག་བྱི
1103	terminal-particle	23		ཞེས་སོགས་ཀྱིས་མགོན་མེད་ནད་པ་དང་སྤྲང་པོ། བརྟུལ་ཞུགས་ཀྱི་གནས་ནི་དཀའ་ཐུབ་ཅན་ཏེ་ཕྱི་
1104	terminal-particle	104		འགྲེལ་ཆེན་ལས། ཚངས་པ་མཚུངས་པར་སྤྱོད་པ་ཞེས་པས་ཆོས་འདི་པ་སངས་རྒྱས་པ་ཁོ་ནར་བསྟན་མོད།
1105	terminal-particle	38		ཆ་གཅིག་ནི་བདག་ཉིད་ཀྱི་ལུས་ཀྱི་སྲིན་བུ་གསོ་བ་དང་གྲུ་ཆགས་ཀྱི་འདུ་ཤེས་ཀྱིས་བཟང་ངན་ད
1106	terminal-particle	28		འདི་རྣམས་སུ་ཕུད་དཀོན་མཆོག་ལ་དབུལ་བ་ཚིག་གིས་མ་ཐོན་ཡང་དེ་ནི་ངེས་པར་དགོས་ཏེ་སྐྱབས་འ
1107	terminal-particle	96		དེ་ཡང་ཨོཾ་བུདྡྷ་ནཻ་ཝཱིདྱ་ཨཱཿཧཱུཾ་གིས་སངས་རྒྱས་ལ་དབུལ་བ་སོགས་དང་ཨོཾ་་ཧ་རི་ནི་སྭཱ་
1108	terminal-particle	59		དགེ་སློང་གི་སྣམ་སྦྱར་དང་བཅས་པའི་ཆོས་གོས་གསུམ་མམ། རབ་བྱུང་སྡེ་ལྔ་ཐུན་མོང་གི་བླ་གོ
1109	terminal-particle	51		འགྲེལ་ཆེན་དུ། བྱང་ཆུབ་སེམས་དཔའི་སོ་སོར་ཐར་པ་ལས། ཡང་ལ་ལ་ཞིག་འོངས་ནས་ལྷུང་བཟེད་དང་
1110	terminal-particle	62		གལ་ཏེ་དེ་ལ་ཆོས་གོས་གསུམ་ལས་མེད་ན་གང་ལ་བསྟེན་ནས་ཚངས་པར་སྤྱོད་པ་ལ་གནས་པ་དེ་ནི་ཡོངས
1111	line-end	2		ཞེས་སོ།།
1112	line-end	18		ཡང་སྔོན་དུ་ལུས་སེམས་ཅན་ལ་བཏང་ཟིན་ན་ཅི་ད་སྲུང་ངམ་མི་སྲུང་ཞེ་ན།
1113	verse-stanza	25		དམ་པའི་ཆོས་ནི་སྤྱོད་པའི་ལུས།།↵ཕྲན་ཚེགས་ཆེད་དུ་གནོད་མི་བྱ།།↵དེ་ལྟར་བྱས་ན་སེམས་ཅན་
1114	terminal-particle	114		395,396 ཞེས་གསུངས་ཏེ། དལ་འབྱོར་གྱི་ལུས་ནི་དམ་པའི་ཆོས་སྤྱོད་པའི་རྟེན་མེད་དུ་མི་རུ
1115	ordinal-open	11		གསུམ་པ་དོན་ཆེན་པོའི་རྒྱུར་བཏང་བར་བསྟན་པ་ནི།
1116	verse-stanza	25		སྙིང་རྗེའི་བསམ་པ་མ་དག་པར།།↵ལུས་འདི་བཏང་བར་མི་བྱ་སྟེ།།↵ཅི་ནས་འདི་དང་གཞན་དག་ཏུ།།↵ད
1117	line-end	107		397,398 ཞེས་གསུངས་ཏེ། གལ་ཏེ་ལུས་སློང་བ་ཞིག་འོངས་ན་ཡང་དོན་ཆེན་པོ་མ་ཡིན་པར་མཐོང་ན་
1118	verse-stanza	33		དཔེར་ན་སྨན་ཤིང་ལྗོན་པ་ལྟ་སྡུག་པ།།↵རྩ་བ་ལ་སོགས་སྤྱད་འོས་ས་བོན་ནི།།↵བྱིན་ཡང་དུས་མི
1119	quote-close	2		ཞེས་སོ།།
1120	terminal-particle	177		སྤྱིར་བྱང་ཆུབ་སེམས་དཔའ་རིགས་ལ་གནས་པ་སྙིང་རྗེའི་དབང་གིས་སོ་སྐྱེའི་དུས་ནའང་གཏོང་བ་
1121	ordinal-open	20		གཉིས་པ་ཆོས་ཀྱིས་བསྡུ་བ་ལ་གཉིས། གང་ལ་མི་འཆད་པའི་ཡུལ་དང༌། ཇི་ལྟར་མི་འཆད་པའི་ཚུལ་ལོ
1122	ordinal-open	3		དང་པོ་ནི།
1123	verse-stanza	25		མ་གུས་པ་ལ་ཆོས་མི་བཤད།།↵མི་ན་བཞིན་དུ་མགོ་གཡོགས་དང༌།།↵གདུགས་དང་འཁར་བ་མཚོན་ཐོགས་དང༌
1124	verse-stanza	13		དམན་ལ་ཟབ་དང་རྒྱ་ཆེ་དང༌།།↵སྐྱེས་པ་མེད་པར་བུད་མེད་མིན།།
1125	terminal-particle	36		ཞེས་གསུངས་ཏེ། ཆོས་ལ་མ་གུས་པ་ལ་ཆོས་བསྟན་ན་དེ་ཞེ་སྡང་སྐྱེ་བར་འགྱུར་བས་རྒྱུ་དེས་དེའ
1126	terminal-particle	22		གལ་ཏེ་མ་གུས་པར་ཤེས་ནའང་ཆོས་ཐོས་ན་དེ་ལས་ལྡོག་པར་མཐོང་ནས་བཤད་ན་ཉེས་པ་མེད་དོ།།
1127	terminal-particle	43		མགོ་གཡོགས་པ་དང༌། གདུགས་དང༌། འཁར་བ་དང༌། མཚོན་ཆ་དང༌། གོ་ཆ་ཅན་དང༌། མགོ་ཐོད་ཀྱིས་བཀྲ
1128	terminal-particle	28		བློ་དམན་པ་ལ་དེས་མི་གོ་བའི་ཟབ་པ་དང་རྒྱ་ཆེ་བའི་གཏམ་བསྟན་པར་མི་བྱ་སྟེ་དེས་ཁོང་དུ་མི
1129	terminal-particle	17		གལ་ཏེ་དེ་ལ་བརྟེན་ནས་བློ་གོང་དུ་འགྱུར་བར་མཐོང་ན་ཉེས་པ་མེད་དོ།།
1130	terminal-particle	23		སྐྱེས་པ་གཞན་མེད་པར་བུད་མེད་ཉིད་ལ་མི་བསྟན་པ་སྟེ་གཞན་གྱིས་མ་དད་པའི་སེམས་སྐྱེ་བའི་ཕ
1131	line-end	43		གལ་ཏེ་གདུལ་བའི་སྐབས་ཤེས་པས་ཡིན་ན་ཉེས་པ་མེད་དེ། མ་འགགས་པས་ཁྱེའུ་སྤྱི་ཏོལ་ཅན་གྱི་མ
1132	ordinal-open	9		གཉིས་པ་ཇི་ལྟར་མི་འཆད་པའི་ཚུལ་ནི།
1133	verse-stanza	25		དམན་དང་མཆོག་གི་ཆོས་རྣམས་ལ།།↵མཚུངས་པར་གུས་པས་ཀུན་ཏུ་སྤྱད།།↵རྒྱ་ཆེན་ཆོས་ཀྱི་སྣོད་ག
1134	verse-stanza	13		མདོ་དང་སྔགས་ཀྱིས་འདྲིད་མི་བྱ།།↵སྤྱོད་པ་ཡོངས་སུ་དོར་མི་བྱ།།
1135	terminal-particle	58		ཞེས་གསུངས་ཏེ། ཐེག་པ་ཆེ་ཆུང་ལ་སེམས་མཉམ་པས་གུས་པར་བྱ་སྟེ་གཞན་དུ་ན་ཐེག་དམན་སྤངས་ན་ཆ
1136	terminal-particle	39		ཐེག་པ་ཆེན་པོ་ཟབ་རྒྱས་ཀྱི་སྣོད་དུ་གྱུར་པ་ལ་ཐེག་དམན་ནམ་ཐེག་ཆེན་གྱི་ཡང་དྲང་དོན་ཉི་ཚ
1137	terminal-particle	45		འོ་ན་ཡང་རེ་ཞིག་སྣོད་མ་ཤེས་ནས་བརྟག་པའི་ཆེད་དམ་དུས་ལ་སྡོད་དགོས་པར་མཐོང་བའམ་དེར་འཁོ
1138	terminal-particle	26		འདི་ལྟར་བླང་དོར་མང་པོ་མི་དགོས་ཀྱི་མདོ་འདི་ཁོ་ན་ཀློགས་ཤིག་ཅེའམ་གསང་སྔགས་འདི་ཟློས་
1139	terminal-particle	209		ཞེས་སོགས་ཉན་ཐོས་ཀྱི་མདོ་དང༌། མུ་སྟེགས་ཀྱི་གསང་སྔགས་སོགས་ཀྱིས་ཕ་རོལ་པོ་འདྲིད་པར་མ
1140	terminal-particle	14		གལ་ཏེ་ན་བ་ལ་སོགས་པས་མི་ནུས་ན་ཉེས་པ་མེད་དོ།།
1141	terminal-particle	160		དེས་ན་ཇི་ལྟར་འབྱོར་བའི་སེང་གེའི་ཁྲི་བཤམས་པ་ལ་ཆོས་སྨྲ་བ་གཙང་སྦྲ་དང་ལྡན་པས་འཛེགས་ཏ
1142	terminal-particle	13		དེ་ནས་ཆོས་ལེགས་པར་བཤད་ཅིང་མཐར་དགེ་བ་བསྔོ་བར་བྱའོ།།
1143	ordinal-open	35		གསུམ་པ་གཞན་སེམས་སྲུང་བ་ལ་དྲུག མི་མཛེས་པའི་སྤྱོད་པ་སྤང༌། མ་དད་པའི་རྒྱུ་སྤང༌། མ་གུ
1144	ordinal-open	9		དང་པོ་ནི། སོ་ཤིང་དང་ནི་མཆིལ་མ་དག།
1145	verse-stanza	25		དོར་བ་ན་ནི་དགབ་པར་བྱ།།↵གཅི་ལ་སོགས་པའང་ལོངས་སྤྱོད་པའི།།↵ཆུ་དང་ཐང་ལ་དོར་བ་སྨད།།↵ཁ་
1146	verse-stanza	19		ཁ་གདངས་ནས་ནི་བཟའ་མི་བྱ།།↵རྐང་པ་བརྐྱང་སྟེ་འདུག་མི་བྱ།།↵ལག་པ་མཉམ་པར་མི་མཉེ་འོ།།
1147	quote-close	85		ཞེས་གསུངས་ཏེ། དེ་ཡང་སོ་ཤིང་ནི་ཤིང་བུས་སོའི་དྲི་མ་བྲུད་པ་སྟེ་དེ་དང་མཆིལ་མ་ལ་སོགས་
1148	terminal-particle	29		བཤང་གཅི་ཡང་གཞན་གྱིས་ཉིན་པར་གནས་པ་ལ་སོགས་པས་ལོངས་སྤྱོད་པའི་ས་ཕྱོགས་སུ་དོར་ན་སྐྱེ་
1149	terminal-particle	21		ཁ་བཀང་བ་སོགས་ནི་མ་རབས་བཀྲེས་རྔབས་ཅན་གྱི་ཚུལ་སྤང་བ་དང་བག་མེད་པའི་ཚུལ་སྤོང་བའོ།།
1150	ordinal-open	9		གཉིས་པ་མ་དད་པའི་རྒྱུ་སྤང་བ་ནི།
1151	verse-stanza	25		བཞོན་པ་མལ་སྟན་གནས་དག་ཏུ།།↵བུད་མེད་གཞན་དང་གཅིག་མི་བྱ།།↵འཇིག་རྟེན་མ་དད་གྱུར་པ་ཀུན།
1152	terminal-particle	34		ཞེས་གསུངས་ཏེ། བུད་མེད་དང་སྟན་གཅིག་ལ་འདུག་པ་སོགས་འཇིག་རྟེན་མ་དད་པའི་རྒྱུ་གཞན་རྣམས
